gesture_1,gesture_2,gesture_3,next_action
palm,one_right,rock,STOP
palm,hand_right,palm,STOP
palm,hand_right,fist,STOP
palm,hand_right,stop,STOP
palm,hand_right,little_finger,STOP
palm,hand_right,peace,STOP
palm,hand_right,three,STOP
palm,hand_right,three2,STOP
palm,hand_right,three3,STOP
palm,hand_right,four,STOP
palm,hand_right,point,STOP
palm,hand_right,one_left,STOP
palm,hand_right,hand_left,STOP
palm,hand_right,one_right,STOP
palm,hand_right,hand_right,STOP
palm,hand_right,thumb_index,STOP
palm,hand_right,thumb_left,STOP
palm,hand_right,thumb_right,STOP
palm,hand_right,thumb_down,STOP
palm,hand_right,middle_finger,STOP
palm,hand_right,dislike,STOP
palm,hand_right,like,STOP
palm,hand_right,rock,STOP
palm,thumb_index,palm,STOP
palm,thumb_index,fist,STOP
palm,thumb_index,stop,STOP
palm,thumb_index,little_finger,STOP
palm,thumb_index,peace,STOP
palm,thumb_index,three,STOP
palm,thumb_index,three2,STOP
palm,thumb_index,three3,STOP
palm,thumb_index,four,STOP
palm,thumb_index,point,STOP
palm,thumb_index,one_left,STOP
palm,thumb_index,hand_left,STOP
palm,thumb_index,one_right,STOP
palm,thumb_index,hand_right,STOP
palm,thumb_index,thumb_index,STOP
palm,thumb_index,thumb_left,STOP
palm,thumb_index,thumb_right,STOP
palm,thumb_index,thumb_down,STOP
palm,thumb_index,middle_finger,STOP
palm,thumb_index,dislike,STOP
palm,thumb_index,like,STOP
palm,thumb_index,rock,STOP
palm,thumb_left,palm,STOP
palm,thumb_left,fist,STOP
palm,thumb_left,stop,STOP
palm,thumb_left,little_finger,STOP
palm,thumb_left,peace,STOP
palm,thumb_left,three,STOP
palm,thumb_left,three2,STOP
palm,thumb_left,three3,STOP
palm,thumb_left,four,STOP
palm,thumb_left,point,STOP
palm,thumb_left,one_left,STOP
palm,thumb_left,hand_left,STOP
palm,thumb_left,one_right,STOP
palm,thumb_left,hand_right,STOP
palm,thumb_left,thumb_index,STOP
palm,thumb_left,thumb_left,STOP
palm,thumb_left,thumb_right,STOP
palm,thumb_left,thumb_down,STOP
palm,thumb_left,middle_finger,STOP
palm,thumb_left,dislike,STOP
palm,thumb_left,like,STOP
palm,thumb_left,rock,STOP
palm,thumb_right,palm,STOP
palm,thumb_right,fist,STOP
palm,thumb_right,stop,STOP
palm,thumb_right,little_finger,STOP
palm,thumb_right,peace,STOP
palm,thumb_right,three,STOP
palm,thumb_right,three2,STOP
palm,thumb_right,three3,STOP
palm,thumb_right,four,STOP
palm,thumb_right,point,STOP
palm,thumb_right,one_left,STOP
palm,thumb_right,hand_left,STOP
palm,thumb_right,one_right,STOP
palm,thumb_right,hand_right,STOP
palm,thumb_right,thumb_index,STOP
palm,thumb_right,thumb_left,STOP
palm,thumb_right,thumb_right,STOP
palm,thumb_right,thumb_down,STOP
palm,thumb_right,middle_finger,STOP
palm,thumb_right,dislike,STOP
palm,thumb_right,like,STOP
palm,thumb_right,rock,STOP
palm,thumb_down,palm,STOP
palm,thumb_down,fist,STOP
palm,thumb_down,stop,STOP
palm,thumb_down,little_finger,STOP
palm,thumb_down,peace,STOP
palm,thumb_down,three,STOP
palm,thumb_down,three2,STOP
palm,thumb_down,three3,STOP
palm,thumb_down,four,STOP
palm,thumb_down,point,STOP
palm,thumb_down,one_left,STOP
palm,thumb_down,hand_left,STOP
palm,thumb_down,one_right,STOP
palm,thumb_down,hand_right,STOP
palm,thumb_down,thumb_index,STOP
palm,thumb_down,thumb_left,STOP
palm,thumb_down,thumb_right,STOP
palm,thumb_down,thumb_down,STOP
palm,thumb_down,middle_finger,STOP
palm,thumb_down,dislike,STOP
palm,thumb_down,like,STOP
palm,thumb_down,rock,STOP
palm,middle_finger,palm,STOP
palm,middle_finger,fist,STOP
palm,middle_finger,stop,STOP
palm,middle_finger,little_finger,STOP
palm,middle_finger,peace,STOP
palm,middle_finger,three,STOP
palm,middle_finger,three2,STOP
palm,middle_finger,three3,STOP
palm,middle_finger,four,STOP
palm,middle_finger,point,STOP
palm,middle_finger,one_left,STOP
palm,middle_finger,hand_left,STOP
palm,middle_finger,one_right,STOP
palm,middle_finger,hand_right,STOP
palm,middle_finger,thumb_index,STOP
palm,middle_finger,thumb_left,STOP
palm,middle_finger,thumb_right,STOP
palm,middle_finger,thumb_down,STOP
palm,middle_finger,middle_finger,STOP
palm,middle_finger,dislike,STOP
palm,middle_finger,like,STOP
palm,middle_finger,rock,STOP
palm,dislike,palm,STOP
palm,dislike,fist,STOP
palm,dislike,stop,STOP
palm,dislike,little_finger,STOP
palm,dislike,peace,STOP
palm,dislike,three,STOP
palm,dislike,three2,STOP
palm,dislike,three3,STOP
palm,dislike,four,STOP
palm,dislike,point,STOP
palm,dislike,one_left,STOP
palm,dislike,hand_left,STOP
palm,dislike,one_right,STOP
palm,dislike,hand_right,STOP
palm,dislike,thumb_index,STOP
palm,dislike,thumb_left,STOP
palm,dislike,thumb_right,STOP
palm,dislike,thumb_down,STOP
palm,dislike,middle_finger,STOP
palm,dislike,dislike,STOP
palm,dislike,like,STOP
palm,dislike,rock,STOP
palm,like,palm,STOP
palm,like,fist,STOP
palm,like,stop,STOP
palm,like,little_finger,STOP
palm,like,peace,STOP
palm,like,three,STOP
palm,like,three2,STOP
palm,like,three3,STOP
palm,like,four,STOP
palm,like,point,STOP
palm,like,one_left,STOP
palm,like,hand_left,STOP
palm,like,one_right,STOP
palm,like,hand_right,STOP
palm,like,thumb_index,STOP
palm,like,thumb_left,STOP
palm,like,thumb_right,STOP
palm,like,thumb_down,STOP
palm,like,middle_finger,STOP
palm,like,dislike,STOP
palm,like,like,STOP
palm,like,rock,STOP
palm,rock,palm,STOP
palm,rock,fist,STOP
palm,rock,stop,STOP
palm,rock,little_finger,STOP
palm,rock,peace,STOP
palm,rock,three,STOP
palm,rock,three2,STOP
palm,rock,three3,STOP
palm,rock,four,STOP
palm,rock,point,STOP
palm,rock,one_left,STOP
palm,rock,hand_left,STOP
palm,rock,one_right,STOP
palm,rock,hand_right,STOP
palm,rock,thumb_index,STOP
palm,rock,thumb_left,STOP
palm,rock,thumb_right,STOP
palm,rock,thumb_down,STOP
palm,rock,middle_finger,STOP
palm,rock,dislike,STOP
palm,rock,like,STOP
palm,rock,rock,STOP
fist,palm,palm,STOP
fist,palm,fist,STOP
fist,palm,stop,STOP
fist,palm,little_finger,STOP
fist,palm,peace,STOP
fist,palm,three,STOP
fist,palm,three2,STOP
fist,palm,three3,STOP
fist,palm,four,STOP
fist,palm,point,STOP
fist,palm,one_left,STOP
fist,palm,hand_left,STOP
fist,palm,one_right,STOP
fist,palm,hand_right,STOP
fist,palm,thumb_index,STOP
fist,palm,thumb_left,STOP
fist,palm,thumb_right,STOP
fist,palm,thumb_down,STOP
fist,palm,middle_finger,STOP
fist,palm,dislike,STOP
fist,palm,like,STOP
fist,palm,rock,STOP
fist,fist,palm,STOP
fist,fist,fist,STOP
fist,fist,stop,STOP
fist,fist,little_finger,STOP
fist,fist,peace,STOP
fist,fist,three,STOP
fist,fist,three2,STOP
fist,fist,three3,STOP
fist,fist,four,STOP
fist,fist,point,STOP
fist,fist,one_left,STOP
fist,fist,hand_left,STOP
fist,fist,one_right,STOP
fist,fist,hand_right,STOP
fist,fist,thumb_index,STOP
fist,fist,thumb_left,STOP
fist,fist,thumb_right,STOP
fist,fist,thumb_down,STOP
fist,fist,middle_finger,STOP
fist,fist,dislike,STOP
fist,fist,like,STOP
fist,fist,rock,STOP
fist,stop,palm,STOP
fist,stop,fist,STOP
fist,stop,stop,STOP
fist,stop,little_finger,STOP
fist,stop,peace,STOP
fist,stop,three,STOP
fist,stop,three2,STOP
fist,stop,three3,STOP
fist,stop,four,STOP
fist,stop,point,STOP
fist,stop,one_left,STOP
fist,stop,hand_left,STOP
fist,stop,one_right,STOP
fist,stop,hand_right,STOP
fist,stop,thumb_index,STOP
fist,stop,thumb_left,STOP
fist,stop,thumb_right,STOP
fist,stop,thumb_down,STOP
fist,stop,middle_finger,STOP
fist,stop,dislike,STOP
fist,stop,like,STOP
fist,stop,rock,STOP
fist,little_finger,palm,STOP
fist,little_finger,fist,STOP
fist,little_finger,stop,STOP
fist,little_finger,little_finger,STOP
fist,little_finger,peace,STOP
fist,little_finger,three,STOP
fist,little_finger,three2,STOP
fist,little_finger,three3,STOP
fist,little_finger,four,STOP
fist,little_finger,point,STOP
fist,little_finger,one_left,STOP
fist,little_finger,hand_left,STOP
fist,little_finger,one_right,STOP
fist,little_finger,hand_right,STOP
fist,little_finger,thumb_index,STOP
fist,little_finger,thumb_left,STOP
fist,little_finger,thumb_right,STOP
fist,little_finger,thumb_down,STOP
fist,little_finger,middle_finger,STOP
fist,little_finger,dislike,STOP
fist,little_finger,like,STOP
fist,little_finger,rock,STOP
fist,peace,palm,STOP
fist,peace,fist,STOP
fist,peace,stop,STOP
fist,peace,little_finger,STOP
fist,peace,peace,STOP
fist,peace,three,STOP
fist,peace,three2,STOP
fist,peace,three3,STOP
fist,peace,four,STOP
fist,peace,point,STOP
fist,peace,one_left,STOP
fist,peace,hand_left,STOP
fist,peace,one_right,STOP
fist,peace,hand_right,STOP
fist,peace,thumb_index,STOP
fist,peace,thumb_left,STOP
fist,peace,thumb_right,STOP
fist,peace,thumb_down,STOP
fist,peace,middle_finger,STOP
fist,peace,dislike,STOP
fist,peace,like,STOP
fist,peace,rock,STOP
fist,three,palm,STOP
fist,three,fist,STOP
fist,three,stop,STOP
fist,three,little_finger,STOP
fist,three,peace,STOP
fist,three,three,STOP
fist,three,three2,STOP
fist,three,three3,STOP
fist,three,four,STOP
fist,three,point,STOP
fist,three,one_left,STOP
fist,three,hand_left,STOP
fist,three,one_right,STOP
fist,three,hand_right,STOP
fist,three,thumb_index,STOP
fist,three,thumb_left,STOP
fist,three,thumb_right,STOP
fist,three,thumb_down,STOP
fist,three,middle_finger,STOP
fist,three,dislike,STOP
fist,three,like,STOP
fist,three,rock,STOP
fist,three2,palm,STOP
fist,three2,fist,STOP
fist,three2,stop,STOP
fist,three2,little_finger,STOP
fist,three2,peace,STOP
fist,three2,three,STOP
fist,three2,three2,STOP
fist,three2,three3,STOP
fist,three2,four,STOP
fist,three2,point,STOP
fist,three2,one_left,STOP
fist,three2,hand_left,STOP
fist,three2,one_right,STOP
fist,three2,hand_right,STOP
fist,three2,thumb_index,STOP
fist,three2,thumb_left,STOP
fist,three2,thumb_right,STOP
fist,three2,thumb_down,STOP
fist,three2,middle_finger,STOP
fist,three2,dislike,STOP
fist,three2,like,STOP
fist,three2,rock,STOP
fist,three3,palm,STOP
fist,three3,fist,STOP
fist,three3,stop,STOP
fist,three3,little_finger,STOP
fist,three3,peace,STOP
fist,three3,three,STOP
fist,three3,three2,STOP
fist,three3,three3,STOP
fist,three3,four,STOP
fist,three3,point,STOP
fist,three3,one_left,STOP
fist,three3,hand_left,STOP
fist,three3,one_right,STOP
fist,three3,hand_right,STOP
fist,three3,thumb_index,STOP
fist,three3,thumb_left,STOP
fist,three3,thumb_right,STOP
fist,three3,thumb_down,STOP
fist,three3,middle_finger,STOP
fist,three3,dislike,STOP
fist,three3,like,STOP
fist,three3,rock,STOP
fist,four,palm,STOP
fist,four,fist,STOP
fist,four,stop,STOP
fist,four,little_finger,STOP
fist,four,peace,STOP
fist,four,three,STOP
fist,four,three2,STOP
fist,four,three3,STOP
fist,four,four,STOP
fist,four,point,STOP
fist,four,one_left,STOP
fist,four,hand_left,STOP
fist,four,one_right,STOP
fist,four,hand_right,STOP
fist,four,thumb_index,STOP
fist,four,thumb_left,STOP
fist,four,thumb_right,STOP
fist,four,thumb_down,STOP
fist,four,middle_finger,STOP
fist,four,dislike,STOP
fist,four,like,STOP
fist,four,rock,STOP
fist,point,palm,STOP
fist,point,fist,STOP
fist,point,stop,STOP
fist,point,little_finger,STOP
fist,point,peace,STOP
fist,point,three,STOP
fist,point,three2,STOP
fist,point,three3,STOP
fist,point,four,STOP
fist,point,point,STOP
fist,point,one_left,STOP
fist,point,hand_left,STOP
fist,point,one_right,STOP
fist,point,hand_right,STOP
fist,point,thumb_index,STOP
fist,point,thumb_left,STOP
fist,point,thumb_right,STOP
fist,point,thumb_down,STOP
fist,point,middle_finger,STOP
fist,point,dislike,STOP
fist,point,like,STOP
fist,point,rock,STOP
fist,one_left,palm,STOP
fist,one_left,fist,STOP
fist,one_left,stop,STOP
fist,one_left,little_finger,STOP
fist,one_left,peace,STOP
fist,one_left,three,STOP
fist,one_left,three2,STOP
fist,one_left,three3,STOP
fist,one_left,four,STOP
fist,one_left,point,STOP
fist,one_left,one_left,STOP
fist,one_left,hand_left,STOP
fist,one_left,one_right,STOP
fist,one_left,hand_right,STOP
fist,one_left,thumb_index,STOP
fist,one_left,thumb_left,STOP
fist,one_left,thumb_right,STOP
fist,one_left,thumb_down,STOP
fist,one_left,middle_finger,STOP
fist,one_left,dislike,STOP
fist,one_left,like,STOP
fist,one_left,rock,STOP
fist,hand_left,palm,STOP
fist,hand_left,fist,STOP
fist,hand_left,stop,STOP
fist,hand_left,little_finger,STOP
fist,hand_left,peace,STOP
fist,hand_left,three,STOP
fist,hand_left,three2,STOP
fist,hand_left,three3,STOP
fist,hand_left,four,STOP
fist,hand_left,point,STOP
fist,hand_left,one_left,STOP
fist,hand_left,hand_left,STOP
fist,hand_left,one_right,STOP
fist,hand_left,hand_right,STOP
fist,hand_left,thumb_index,STOP
fist,hand_left,thumb_left,STOP
fist,hand_left,thumb_right,STOP
fist,hand_left,thumb_down,STOP
fist,hand_left,middle_finger,STOP
fist,hand_left,dislike,STOP
fist,hand_left,like,STOP
fist,hand_left,rock,STOP
fist,one_right,palm,STOP
fist,one_right,fist,STOP
fist,one_right,stop,STOP
fist,one_right,little_finger,STOP
fist,one_right,peace,STOP
fist,one_right,three,STOP
fist,one_right,three2,STOP
fist,one_right,three3,STOP
fist,one_right,four,STOP
fist,one_right,point,STOP
fist,one_right,one_left,STOP
fist,one_right,hand_left,STOP
fist,one_right,one_right,STOP
fist,one_right,hand_right,STOP
fist,one_right,thumb_index,STOP
fist,one_right,thumb_left,STOP
fist,one_right,thumb_right,STOP
fist,one_right,thumb_down,STOP
fist,one_right,middle_finger,STOP
fist,one_right,dislike,STOP
fist,one_right,like,STOP
fist,one_right,rock,STOP
fist,hand_right,palm,STOP
fist,hand_right,fist,STOP
fist,hand_right,stop,STOP
fist,hand_right,little_finger,STOP
fist,hand_right,peace,STOP
fist,hand_right,three,STOP
fist,hand_right,three2,STOP
fist,hand_right,three3,STOP
fist,hand_right,four,STOP
fist,hand_right,point,STOP
fist,hand_right,one_left,STOP
fist,hand_right,hand_left,STOP
fist,hand_right,one_right,STOP
fist,hand_right,hand_right,STOP
fist,hand_right,thumb_index,STOP
fist,hand_right,thumb_left,STOP
fist,hand_right,thumb_right,STOP
fist,hand_right,thumb_down,STOP
fist,hand_right,middle_finger,STOP
fist,hand_right,dislike,STOP
fist,hand_right,like,STOP
fist,hand_right,rock,STOP
fist,thumb_index,palm,STOP
fist,thumb_index,fist,STOP
fist,thumb_index,stop,STOP
fist,thumb_index,little_finger,STOP
fist,thumb_index,peace,STOP
fist,thumb_index,three,STOP
fist,thumb_index,three2,STOP
fist,thumb_index,three3,STOP
fist,thumb_index,four,STOP
fist,thumb_index,point,STOP
fist,thumb_index,one_left,STOP
fist,thumb_index,hand_left,STOP
fist,thumb_index,one_right,STOP
fist,thumb_index,hand_right,STOP
fist,thumb_index,thumb_index,STOP
fist,thumb_index,thumb_left,STOP
fist,thumb_index,thumb_right,STOP
fist,thumb_index,thumb_down,STOP
fist,thumb_index,middle_finger,STOP
fist,thumb_index,dislike,STOP
fist,thumb_index,like,STOP
fist,thumb_index,rock,STOP
fist,thumb_left,palm,STOP
fist,thumb_left,fist,STOP
fist,thumb_left,stop,STOP
fist,thumb_left,little_finger,STOP
fist,thumb_left,peace,STOP
fist,thumb_left,three,STOP
fist,thumb_left,three2,STOP
fist,thumb_left,three3,STOP
fist,thumb_left,four,STOP
fist,thumb_left,point,STOP
fist,thumb_left,one_left,STOP
fist,thumb_left,hand_left,STOP
fist,thumb_left,one_right,STOP
fist,thumb_left,hand_right,STOP
fist,thumb_left,thumb_index,STOP
fist,thumb_left,thumb_left,STOP
fist,thumb_left,thumb_right,STOP
fist,thumb_left,thumb_down,STOP
fist,thumb_left,middle_finger,STOP
fist,thumb_left,dislike,STOP
fist,thumb_left,like,STOP
fist,thumb_left,rock,STOP
fist,thumb_right,palm,STOP
fist,thumb_right,fist,STOP
fist,thumb_right,stop,STOP
fist,thumb_right,little_finger,STOP
fist,thumb_right,peace,STOP
fist,thumb_right,three,STOP
fist,thumb_right,three2,STOP
fist,thumb_right,three3,STOP
fist,thumb_right,four,STOP
fist,thumb_right,point,STOP
fist,thumb_right,one_left,STOP
fist,thumb_right,hand_left,STOP
fist,thumb_right,one_right,STOP
fist,thumb_right,hand_right,STOP
fist,thumb_right,thumb_index,STOP
fist,thumb_right,thumb_left,STOP
fist,thumb_right,thumb_right,STOP
fist,thumb_right,thumb_down,STOP
fist,thumb_right,middle_finger,STOP
fist,thumb_right,dislike,STOP
fist,thumb_right,like,STOP
fist,thumb_right,rock,STOP
fist,thumb_down,palm,STOP
fist,thumb_down,fist,STOP
fist,thumb_down,stop,STOP
fist,thumb_down,little_finger,STOP
fist,thumb_down,peace,STOP
fist,thumb_down,three,STOP
fist,thumb_down,three2,STOP
fist,thumb_down,three3,STOP
fist,thumb_down,four,STOP
fist,thumb_down,point,STOP
fist,thumb_down,one_left,STOP
fist,thumb_down,hand_left,STOP
fist,thumb_down,one_right,STOP
fist,thumb_down,hand_right,STOP
fist,thumb_down,thumb_index,STOP
fist,thumb_down,thumb_left,STOP
fist,thumb_down,thumb_right,STOP
fist,thumb_down,thumb_down,STOP
fist,thumb_down,middle_finger,STOP
fist,thumb_down,dislike,STOP
fist,thumb_down,like,STOP
fist,thumb_down,rock,STOP
fist,middle_finger,palm,STOP
fist,middle_finger,fist,STOP
fist,middle_finger,stop,STOP
fist,middle_finger,little_finger,STOP
fist,middle_finger,peace,STOP
fist,middle_finger,three,STOP
fist,middle_finger,three2,STOP
fist,middle_finger,three3,STOP
fist,middle_finger,four,STOP
fist,middle_finger,point,STOP
fist,middle_finger,one_left,STOP
fist,middle_finger,hand_left,STOP
fist,middle_finger,one_right,STOP
fist,middle_finger,hand_right,STOP
fist,middle_finger,thumb_index,STOP
fist,middle_finger,thumb_left,STOP
fist,middle_finger,thumb_right,STOP
fist,middle_finger,thumb_down,STOP
fist,middle_finger,middle_finger,STOP
fist,middle_finger,dislike,STOP
fist,middle_finger,like,STOP
fist,middle_finger,rock,STOP
fist,dislike,palm,STOP
fist,dislike,fist,STOP
fist,dislike,stop,STOP
fist,dislike,little_finger,STOP
fist,dislike,peace,STOP
fist,dislike,three,STOP
fist,dislike,three2,STOP
fist,dislike,three3,STOP
fist,dislike,four,STOP
fist,dislike,point,STOP
fist,dislike,one_left,STOP
fist,dislike,hand_left,STOP
fist,dislike,one_right,STOP
fist,dislike,hand_right,STOP
fist,dislike,thumb_index,STOP
fist,dislike,thumb_left,STOP
fist,dislike,thumb_right,STOP
fist,dislike,thumb_down,STOP
fist,dislike,middle_finger,STOP
fist,dislike,dislike,STOP
fist,dislike,like,STOP
fist,dislike,rock,STOP
fist,like,palm,STOP
fist,like,fist,STOP
fist,like,stop,STOP
fist,like,little_finger,STOP
fist,like,peace,STOP
fist,like,three,STOP
fist,like,three2,STOP
fist,like,three3,STOP
fist,like,four,STOP
fist,like,point,STOP
fist,like,one_left,STOP
fist,like,hand_left,STOP
fist,like,one_right,STOP
fist,like,hand_right,STOP
fist,like,thumb_index,STOP
